text,aspect,arfs,sentiment
"Oh LOCATION1 for me without a doubt, I've always said I would love to live there",live,Oh LOCATION1 without,Positive
"just dont live in LOCATION1, you'll regret it",live,"dont LOCATION1, regret",Negative
"I know LOCATION1 well, I'm afraid I wouldn't choose to live there either",live,"know LOCATION1 well,",Negative
I live in LOCATION1 which is quite boring,live,LOCATION1 quite boring,Negative
I live in LOCATION2 but Id rather live in LOCATION1,live,LOCATION2 Id rather,Positive
"LOCATION1 is gorg, i would love to live there",live,"LOCATION1 gorg, would",Positive
it depends where in LOCATION1 your going to live as there are some council astates there i would not live in,live,depends LOCATION1 going,Negative
it ok to live near LOCATION1,live,ok near LOCATION1,Positive
living near to LOCATION1 would be very cool,live,living near LOCATION1,Positive
(I live in LOCATION1 and think its great,live,(I LOCATION1 think,Positive
:) LOCATION1 is a nice place to live,live,:) LOCATION1 nice,Positive
"All in all , I think LOCATION1 is the best place in London to live",live,think LOCATION1 best,Positive
Do you really think that anybody in their right mind would move to LOCATION1,live,really think anybody,Negative
Don't even think of living in LOCATION1,live,even think living,Negative
Good Luck I worked extensively around London and I would agree that LOCATION1 would not be my first choice to live,live,Good Luck worked,Negative
Hope it helps I lived on the edge of LOCATION1 and think it's a great area to live in,live,Hope helps lived,Positive
However LOCATION1 is not the best place to live,live,However LOCATION1 best,Negative
However my boyfriend lives in LOCATION1 and it seems like a lovely place to live,live,However boyfriend lives,Positive
I live in LOCATION1 and it's great,live,LOCATION1 great,Positive
I love visiting LOCATION1 and I imagine it would be a great place to live,live,love visiting LOCATION1,Positive
I now live in LOCATION1 and much prefer it,live,LOCATION1 much prefer,Positive
I really do n't think that LOCATION1 is a good comparison though LOCATION1 's a great place to live,live,really n't think,Positive
I would suggest the best place to live is LOCATION1 in south London,live,would suggest best,Positive
I wouldn't live in LOCATION1,live,LOCATION1 LOCATION1,Negative
"I wouldn't live in LOCATION1, if I could avoid it",live,"LOCATION1, could avoid",Negative
I wouldn't want to live in a council estate in LOCATION1,live,want council estate,Negative
I'd rather live in LOCATION1,live,I'd rather LOCATION1,Positive
"I'm living in LOCATION1 right now with my brother, and sister it's pretty nice",live,I'm living LOCATION1,Positive
I'm used to living in bad areas and to move to LOCATION1 was just amazing,live,I'm used living,Positive
In fact I can't think of any where better fo you lo live then LOCATION1,live,fact can't think,Positive
"In living and working in the LOCATION1 I can say im pretty happy with where i live, however i do live right on the river",live,living working LOCATION1,Positive
LOCATION1 has an arts and exhibition centre I'd go for LOCATION1 for having fun but I wouldn't live there,live,LOCATION1 arts exhibition,Negative
LOCATION1 has gotta be the nicest place to live in the whole of London,live,LOCATION1 gotta nicest,Positive
LOCATION1 is a great place to live,live,LOCATION1 great place,Positive
LOCATION1 is the best place to live in London ; youll find pretty attractive houses and flats as per your desired accommodation requirements,live,LOCATION1 best place,Positive
LOCATION1 is very nice and good area to live in,live,LOCATION1 nice good,Positive
LOCATION1 like most of the area is a perfectly respectable place to live,live,LOCATION1 like area,Positive
LOCATION1 village is a seriously nice place to live,live,LOCATION1 village seriously,Positive
LOCATION1 was a great place to live for those 4 months and would be a wonderful place to grow up,live,LOCATION1 great place,Positive
LOCATION1's nice to live in but feels villagey rather than London-ish,live,LOCATION1's nice feels,Positive
Life's great in LOCATION1,live,Life's great LOCATION1,Positive
Living in LOCATION1 is just nicer and easier,live,Living LOCATION1 nicer,Positive
Lots of nice areas in London to live in apart from LOCATION1,live,Lots nice areas,Negative
"My goodness, you are in for a shock if you've only lived in a small village LOCATION1 rocks as a studenty place to live",live,"goodness, shock lived",Positive
My mother in Law lives in LOCATION1 and she loves it,live,mother Law lives,Positive
"Never mind central, if you want fun go further South and live in LOCATION1",live,"Never mind central,",Positive
No-one with any sanity actually wants to live in LOCATION1,live,sanity actually wants,Negative
"Out in the counties for me LOCATION1 itself is a lovely area to live, my nans lived there for 30 years and I spend much of my child their",live,counties LOCATION1 lovely,Positive
"Personally, I would live south of LOCATION1 in LOCATION1",live,"Personally, would south",Positive
Some where like LOCATION1 is a desirable place to live,live,like LOCATION1 desirable,Positive
"The LOCATION1 area is certainly a great, cultural place to live",live,LOCATION1 area certainly,Positive
The LOCATION1/LOCATION2/LOCATION1 area is also lovely (I lived there for eight months and loved it) and again fairly reasonable and with good transport,live,LOCATION1/LOCATION2/LOCATION1 area also,Positive
The very best place to live as a bachelor is LOCATION1,live,best place bachelor,Positive
There is no way I'd ever want to live near LOCATION1,live,way I'd ever,Negative
Yes LOCATION1 is a great area to live in and many landlords like renting out apartments for short periods like 6 months,live,Yes LOCATION1 great,Positive
"Yes on the whole I think LOCATION1 is a nice place to live , but of course as anywhere there are areas that are better than others",live,Yes whole think,Positive
check my profile if your interested I live in LOCATION1 which is great,live,check profile interested,Positive
i have lived in London all my life and my nan used 2 live in LOCATION1 and it was like living in a squalor,live,lived London life,Negative
i live in LOCATION1 and wouldnt move for the world =),live,LOCATION1 wouldnt move,Positive
"i live in LOCATION1, and well its fine (nothing horrible well nothing that no where else will have",live,"LOCATION1, well fine",Positive
"if you is a hip and happening chick, you gotta live in the LOCATION1 (that is LOCATION1)",live,"hip happening chick,",Positive
"it's great To me, LOCATION1 in Surrey (SW London) is a pretty good area to live",live,"great me, LOCATION1",Positive
live near LOCATION1,live,near LOCATION1,Positive
t I lived just at the corner from LOCATION1 and was alright if I didn't go out too late,live,lived corner LOCATION1,Positive
worked extensively around London and I would agree that LOCATION1 would not be my first choice to live,live,worked extensively around,Negative
Hope that helps LOCATION1 is a nice place to live,live,Hope helps LOCATION1,Positive
I always wanted to live around LOCATION1,live,always wanted around,Positive
"I have plenty of friends from LA who live in LOCATION1 and love it, but everyone is different of course",live,plenty friends LA,Positive
"I live in LOCATION1 and my partner was born here, we want OUT",live,LOCATION1 partner born,Negative
I think you should not hesitate about all this stuff and go ahead with it I worked extensively around London and I would agree that LOCATION1 would not be my first choice to live,live,think hesitate stuff,Negative
Is it ok to live near LOCATION1,live,ok near LOCATION1,Positive
"LOCATION1 Est again not somewhere I'd chose to live, but again, mainly council housing so its unlikely it would come up",live,LOCATION1 Est somewhere,Negative
LOCATION1 is a brilliant place to live,live,LOCATION1 brilliant place,Positive
LOCATION1 is a good area of London to live in,live,LOCATION1 good area,Positive
LOCATION1 is also a good area to live,live,LOCATION1 also good,Positive
LOCATION1 is an amazing place to live,live,LOCATION1 amazing place,Positive
LOCATION1 is ok to live,live,LOCATION1 ok,Positive
"LOCATION1 is one of the best places to live in South, Greater London",live,LOCATION1 one best,Positive
LOCATION1 is the best place to live in London,live,LOCATION1 best place,Positive
"LOCATION1 itself is a lovely area to live , my nans lived there for 30 years and I spend much of my child their",live,LOCATION1 lovely area,Positive
LOCATION1 which is not far from LOCATION1 would be a better community to live in,live,LOCATION1 far LOCATION1,Positive
Look for a place to live in LOCATION1 aswell,live,Look place LOCATION1,Positive
Places near LOCATION1 NOT to live,live,Places near LOCATION1,Negative
You could live in the LOCATION1 area,live,could LOCATION1 area,Positive
just don't live in LOCATION1,live,LOCATION1 LOCATION1 LOCATION1,Negative
opinion - LOCATION1 is a hole to live in,live,opinion LOCATION1 hole,Negative
I feel sorry for you living in LOCATION1,live,feel sorry living,Positive
I lived in LOCATION1 for three years and I loved it,live,lived LOCATION1 three,Positive
the most cheapest area are the worst you should live LOCATION1,live,cheapest area worst,Positive
Come live in LOCATION1 instead,live,Come LOCATION1 instead,Positive
I'd definitely suggest living in the south side of LOCATION1,live,I'd definitely suggest,Positive
LOCATION1 is a nice place to live,live,LOCATION1 nice place,Positive
LOCATION1 is not really the worst place to live,live,LOCATION1 really worst,Positive
on the other side of the river also LOCATION1 is a very nice area to live in London,live,side river also,Positive
Come and live in LOCATION1,live,Come LOCATION1,Positive
"Don't go to LOCATION1, I lived there for 3 years, it's horrible",live,"go LOCATION1, lived",Negative
"Good luck LOCATION1 is a very nice place to live , lots of artry farty t",live,Good luck LOCATION1,Positive
I found LOCATION1 area a nice place to live,live,found LOCATION1 area,Positive
I know the London riots where in LOCATION1 and I am not sure if living in LOCATION1 would be a wise choice,live,know London riots,Negative
I love living in LOCATION1,live,love living LOCATION1,Positive
I noticed somebody else said that LOCATION1 is n't a nice place to live in,live,noticed somebody else,Negative
I use to live in LOCATION1 and personally LOVED it,live,use LOCATION1 personally,Positive
I used to live in LOCATION1 and noticed it was continuously becoming a lovely place to live,live,used LOCATION1 noticed,Positive
"I work mate lives in LOCATION1 for 320 a month, he say's it ok",live,work mate lives,Positive
"I'd stay away from LOCATION1, there are much nicer places to live",live,I'd stay away,Negative
LOCATION1 is a very nice place to live - I personally would rather live there than LOCATION2,live,LOCATION1 nice place,Positive
LOCATION1 is also a lovely area to live,live,LOCATION1 also lovely,Positive
LOCATION1 is terrible to live in,live,LOCATION1 terrible,Negative
LOCATION1 isn't such a big town but there's quite a lot to explore and in general it's a nice place to settle down in,live,LOCATION1 big town,Positive
Last year i lived in LOCATION1 and it was pretty rubbish,live,Last year lived,Negative
Living in LOCATION1 is not spectacular,live,Living LOCATION1 spectacular,Negative
Now I am a 16 year old living in LOCATION1 and I absolutly love it,live,16 year old,Positive
"Now, I think LOCATION1 is the best to live",live,"Now, think LOCATION1",Positive
"On the other hand, if I was living in LOCATION1, I wouldn't swap it to live in LOCATION2 ;)",live,"hand, living LOCATION1,",Positive
People don't tend to live in LOCATION1 as it is inner London and full of strip clubs,live,People tend LOCATION1,Negative
There are lots of nice places in LOCATION1 to live,live,lots nice places,Positive
You are better off living in LOCATION1,live,better living LOCATION1,Positive
"if you can avoid living in LOCATION1 then do so, but by far the most important thing is how you you behave",live,avoid living LOCATION1,Negative
there are some nice places to live in LOCATION1,live,nice places LOCATION1,Positive
I liv in LOCATION1 in LOCATION2 which is a place where a lot of violence happens wiv gangs e,safety,liv LOCATION1 LOCATION2,Negative
"I live in LOCATION1, been here 11 years with no problems",safety,"live LOCATION1, 11",Positive
"I lived in LOCATION1 for ten years it was rough , it was sooo close to the centre of town but so cheap",safety,lived LOCATION1 ten,Negative
"LOCATION1 is all druggies, and tourists,",safety,"LOCATION1 druggies, tourists,",Negative
LOCATION1 is one of the ruffest places in London,safety,LOCATION1 one ruffest,Negative
"LOCATION1 is safe, you will hear noisy drunks at 1 am anywhere",safety,"LOCATION1 safe, hear",Positive
London is so diverse there are no racist areas I live in LOCATION1 and have never had any problems,safety,London diverse racist,Positive
I feel safer in LOCATION1 than I do in LOCATION2,safety,feel safer LOCATION1,Positive
I have heard from some friends that LOCATION1 and places nearby are quite dangerous to live in due to the high criminal cases,safety,heard friends LOCATION1,Negative
I have lived in LOCATION1 for 25 years and it's now one the most safest places to live,safety,lived LOCATION1 25,Positive
I have personally had no major problems while in LOCATION1,safety,personally major problems,Positive
I live in LOCATION1 and can't even walk across the road to the shop without feeling overly warey,safety,live LOCATION1 can't,Negative
I live in LOCATION1 but I've been here seven years and never had a minute's trouble,safety,live LOCATION1 I've,Positive
I've been LOCATION1 a few times and I've never been bothered,safety,I've LOCATION1 times,Positive
LOCATION1 by the way is not a hot bed of crime,safety,LOCATION1 way hot,Positive
LOCATION1 has a reputation of being dangerous,safety,LOCATION1 reputation dangerous,Negative
LOCATION1 is certainly safer than it was even a couple of years ago,safety,LOCATION1 certainly safer,Positive
LOCATION1 is not a crime hotspot probably just drunks,safety,LOCATION1 crime hotspot,Positive
LOCATION1 according to the Met has one of the highest crime rates,safety,LOCATION1 according Met,Negative
LOCATION1 is above average for crime,safety,LOCATION1 average crime,Negative
LOCATION1 is only the 10th safest London borough,safety,LOCATION1 10th safest,Negative
LOCATION1 is predominantly safe,safety,LOCATION1 predominantly safe,Positive
LOCATION1 used to be a haven for drugs and prostitution,safety,LOCATION1 used drugs,Negative
LOCATION1- Gun capital of the country I live on what is known as the murder mile Lower Clapton road,safety,Gun capital country,Negative
i would say most parts of LOCATION1 are total safe for anyone at any time,safety,would say parts,Positive
if something bad happens in London suburbs it's seven out of then times in LOCATION1,safety,something bad happens,Negative
ive been to most of LOCATION1 at all times of the night without mishap,safety,ive LOCATION1 times,Positive
"just South of LOCATION2 called LOCATION1, which is notoriously rough",safety,South LOCATION2 called,Negative
not that long ago a woman was shot in the head for her phone in LOCATION1,safety,long ago woman,Negative
"unless the area is really expensive It is not a good area,LOCATION1 in general can be quite rough",safety,unless area really,Negative
you have nothing to fear in LOCATION1 it's safe,safety,nothing fear LOCATION1,Positive
) And no need to worry about problems with the area because LOCATION1 is a safe and pleasant suburban town,safety,need worry problems,Positive
All crime figures are below average but LOCATION1 is more dangerous than either of the other two places,safety,crime figures average,Negative
Areas that I dont feel quite so safe in places like LOCATION1,safety,Areas dont feel,Negative
"As far as I know if you're looking for low crime rates, LOCATION1 is not really an option",safety,far know looking,Negative
"As far as safety goes , I would say LOCATION1 would be the better choice Live in LOCATION1",safety,far goes would,Positive
"As for LOCATION1 well, it's not the safest of places",safety,"LOCATION1 well, safest",Negative
As someone who does not live in LOCATION1 and compared to other places in London LOCATION1 is a rough area,safety,someone live LOCATION1,Negative
At least in LOCATION1 etc there is alot of violence,safety,least LOCATION1 etc,Negative
"At night prostitutes take over LOCATION1 road, lining the main street with pimps and hookers all the way up to LOCATION2",safety,night prostitutes take,Negative
"But then you said the pool and I knew you were trolling Yes , I agree it 's a troll luddite - some areas of London are safer than others and LOCATION1 according to the Met has one of the highest crime rates",safety,said pool knew,Negative
"Certain parts of LOCATION1 can feel a bit dicey, particularly at night - but what area doesn't have parts like that",safety,Certain parts LOCATION1,Negative
Disavantages some areas have gun crime high robbery and theft of vehivles in areas like LOCATION1,safety,Disavantages areas gun,Negative
"For by to let , LOCATION1 might not be everyone 's cup of tea due to many factors such as crime rate , what kind of neighbours you can get ect",safety,let LOCATION1 might,Negative
"For example, I used to live in LOCATION1 (SE1) which has fashionable London pads and trendy types but also rough and dodgy housing estates too",safety,"example, used live",Negative
"Forget about LOCATION1 unless you want to live in a area, rife with gang and drug culture",safety,Forget LOCATION1 unless,Negative
"Having lived in LOCATION1, I think you'll need to stay away from the dodgier parts of it, where crime prob is rife",safety,"lived LOCATION1, think",Negative
However LOCATION1 is abit rough,safety,However LOCATION1 abit,Negative
"However, she lives in LOCATION1 of all places and I do NOT feel safe using her station",safety,"However, lives LOCATION1",Negative
I 've heard LOCATION1 is safe from a police officer but I have no idea how expensive it is,safety,'ve heard LOCATION1,Positive
"I don't know what crime figures you were looking at, but overall crime is down in LOCATION1",safety,know crime figures,Positive
I have had a look on internet and it seems there are areas very unsafe there like LOCATION1,safety,look internet seems,Negative
I have lived for 10 years in LOCATION1 and have never witnessed any trouble,safety,lived 10 years,Positive
I have lived in the LOCATION1 area for 5 years and had no troubles,safety,lived LOCATION1 area,Positive
I have now moved to LOCATION1 and havent had any problems there either,safety,moved LOCATION1 havent,Positive
I honestly have no fear of walking around the LOCATION1 on my own at any time,safety,honestly fear walking,Positive
I liv in tower hamlets in LOCATION1 which is a place where a lot of violence happens wiv gangs e,safety,liv tower hamlets,Negative
I live in LOCATION1 and feel quite safe,safety,live LOCATION1 feel,Positive
"I live in LOCATION1 in LOCATION2, and it's pretty safe",safety,"live LOCATION1 LOCATION2,",Positive
"I live in LOCATION1 n it's crazy crime Guns, knives, hoodies, chavs",safety,live LOCATION1 n,Negative
I lived in LOCATION1 all my life until a bit after my 22nd birthday with no incidents,safety,lived LOCATION1 life,Positive
I lived in LOCATION1 for 12 years and never felt unsafe,safety,lived LOCATION1 12,Positive
I lived in LOCATION1 for over a yr and never had a problem,safety,lived LOCATION1 yr,Positive
I lived in LOCATION1 for six years without any problems with crime,safety,lived LOCATION1 six,Positive
I lived in LOCATION1 for years and years and had no bother,safety,lived LOCATION1 years,Positive
I lived in London for 57 years and the only time I was attacked was in posh old LOCATION1,safety,lived London 57,Negative
"I spent 18 months living in LOCATION1, it wasnt the safest of areas",safety,spent 18 months,Negative
I think you'll find LOCATION1 has a lot more crimes than LOCATION2,safety,think find LOCATION1,Negative
I used to live in LOCATION1 which also has a bad reputation but I never had any trouble despite coming home alone very late at night (1-2am),safety,used live LOCATION1,Positive
"I would feel less safe walking around LOCATION1 at night than I do elsewhere in LB of LOCATION2, relatively-speaking",safety,would feel less,Negative
I would n't say LOCATION1 is dangerous exactly but it definitely has higher crime rates than many other areas,safety,would n't say,Negative
I would not feel safe walking at night in LOCATION1,safety,would feel safe,Negative
"I'm living in LOCATION1, yeah it's a safe area, calm enough but as everywhere, might happen to run into bad people",safety,"I'm living LOCATION1,",Positive
"I've lived in LOCATION1 all my life, and haven't had many problems LOCATION1 has changed so much",safety,I've lived LOCATION1,Positive
"If you 're a young male drug-dealer who takes part in the occasional heist , then yes , LOCATION1 could be dangerous for you",safety,'re young male,Negative
If you want to take risks walk around LOCATION1(istan) E,safety,want take risks,Negative
In fact I've never once even seen a fight on the streets in LOCATION1 and I go out all the time during the week,safety,fact I've never,Positive
It 's similar to LB LOCATION2 on the opposite side To be honest LOCATION1 is n't the safest place in the world but it does n't get any nicer down South,safety,'s similar LB,Negative
It does n't matter which side LOCATION1 is safe i go to school there and ive never had a problem in LOCATION1,safety,n't matter side,Positive
Just living in LOCATION1 does not mean you will automatically become a victim of crime,safety,living LOCATION1 mean,Positive
"Just looking briefly, it shows me that the closer to the centre, the more dangerous the area, with LOCATION1 having the most crime",safety,"looking briefly, shows",Negative
"LOCATION1 at dark nights, is not safe",safety,"LOCATION1 dark nights,",Negative
"LOCATION1 tube station can be bad, had a friend stabbed there",safety,LOCATION1 tube station,Negative
LOCATION1 a generally a very safe area so there is no need to be scared of travelling alone,safety,LOCATION1 generally safe,Positive
"LOCATION1 has a higher crime rate than many other areas of London , but Maxi says do n't walk alone anywhere in the uk That is nonsense I have walked everywhere in the uk",safety,LOCATION1 higher crime,Negative
LOCATION1 has a much higher amount of council housing and can be quite rough in parts,safety,LOCATION1 much higher,Negative
LOCATION1 in particular is a very high crime area that 's an inflated figure,safety,LOCATION1 particular high,Negative
LOCATION1 is a bit rough,safety,LOCATION1 bit rough,Negative
LOCATION1 is a very low crime area as there is no council estate there,safety,LOCATION1 low crime,Positive
LOCATION1 is generally a safe area,safety,LOCATION1 generally safe,Positive
LOCATION1 is pretty rough but being a Northerner I think most of London is dangerous,safety,LOCATION1 pretty rough,Negative
LOCATION1 is probably the roughest area of LOCATION2,safety,LOCATION1 probably roughest,Negative
LOCATION1 is safe as long as you do n't do stupid things,safety,LOCATION1 safe long,Positive
LOCATION1 is thought of as a dodgy place,safety,LOCATION1 thought dodgy,Negative
LOCATION1 itself is very safe these days,safety,LOCATION1 safe days,Positive
LOCATION1 looks pretty safe but too many people,safety,LOCATION1 looks pretty,Positive
"LOCATION1 rocks as a studenty place to live, but it's a very goth/alternative/drug kinda area",safety,LOCATION1 rocks studenty,Negative
"LOCATION1 well, if you are feeling brave",safety,"LOCATION1 well, feeling",Negative
LOCATION1's crime rate has gone up over the years just be careful like you would when ever you somewhere that your not sure of,safety,LOCATION1's crime rate,Negative
Last year the person in the flat below mine was stabbed by a stranger in the street in LOCATION1 and died,safety,Last year person,Negative
"Most of LOCATION1 is safe,I live there myself,but always be aware",safety,"LOCATION1 safe,I live",Positive
Most of the crime is said to be drug related and LOCATION1 has definately been trying to work on this,safety,crime said drug,Negative
"My friend got mugged on the Kings Road in LOCATION1 at 8pm at night, on a summers evening on a Friday night will lots of people on the streets",safety,friend got mugged,Negative
"My friend lives near LOCATION1 Lock and is frequently followed home (although why she insists on continuing to walk home alone, I don't know)",safety,friend lives near,Negative
Nowadays LOCATION1 is probably one of the safer areas of LOCATION2,safety,Nowadays LOCATION1 probably,Positive
"Other then that you are fine, most people in LOCATION1 are just like you going about their daily commute and have better things to do then attacking people",safety,"fine, people LOCATION1",Positive
Parts of LOCATION1 are high crime areas,safety,Parts LOCATION1 high,Negative
Some parts of LOCATION1 can be a little rough,safety,parts LOCATION1 little,Negative
The LOCATION1 probably are n't the best place to go if you 're looking for low crime,safety,LOCATION1 probably n't,Negative
The centre of violent crime has traditionally been the LOCATION1 roundabout,safety,centre violent crime,Negative
"The crime rate is high and someone just got killed in LOCATION1 recently, so i wouldn't if i was you",safety,crime rate high,Negative
The one in LOCATION1 will be 'safer',safety,one LOCATION1 'safer',Positive
"Then, some of the alternative areas such as LOCATION1 are just downright dangerous",safety,"Then, alternative areas",Negative
To be perfectly honest I'd rather walk around LOCATION1 late at night than LOCATION1,safety,perfectly honest I'd,Positive
"Until recently, I lived in LOCATION1 and never felt unsafe",safety,"recently, lived LOCATION1",Positive
What scares me most is if this is LOCATION1 during the day heavens knows what it becomes of a night,safety,scares LOCATION1 day,Negative
"areas like LOCATION1 are much more dangerouse, it just doesnt get that much bad publicity",safety,areas like LOCATION1,Negative
"just keep your wits about you, bad people are everywhere I think you'll find LOCATION1 has a lot more crimes than LOCATION2",safety,"keep wits you,",Negative
luddite - some areas of London are safer than others and LOCATION1 according to the Met has one of the highest crime rates,safety,luddite areas London,Negative
"parts of the LOCATION1 road high rise estates are still no go areas at night, (major crack problem)",safety,parts LOCATION1 road,Negative
when i visit London i do n't see as many chavs as in other cities i guess they 're spread all over in inner and outer London schemes LOCATION1 can be quite rough if you go in the wrong direction though,safety,visit London n't,Negative
yes LOCATION1 is less safe,safety,yes LOCATION1 less,Negative
A Brazilian man was shot there 3 years ago in LOCATION1 station by a policeman i think he was a suspected terrorist of the 7/7 bombings on London transport,safety,Brazilian man shot,Negative
"Also police stats show that LOCATION1, which includes most of these areas, scores pretty highly on numbers of reported racist crimes",safety,Also police stats,Negative
"Basically if your heading for the LOCATION1, buy or rent on the river, there tends to be plenty of police around so the crime rate is reasonably good",safety,"Basically heading LOCATION1,",Positive
"First of all , yes LOCATION1 is extremely rough",safety,First yes LOCATION1,Negative
Having said that though LOCATION1 is still a safe area there are always lots of Police around and I have never once felt unsafe in the area even alone at 1 o'clock in the morning,safety,said though LOCATION1,Positive
"I 've heard a lot of people saying that LOCATION1 is dangerous , is that true",safety,'ve heard lot,Negative
I have lived in LOCATION1 for 20+ years and never had a problem day or night,safety,lived LOCATION1 20+,Positive
I live near the LOCATION1; have never felt unsafe,safety,live near LOCATION1;,Positive
I live right near LOCATION1 and have never had any problems even at night,safety,live right near,Positive
I lived in LOCATION1 for a couple of years but found the people to be not too friendly and didn'r feel safe there,safety,lived LOCATION1 couple,Negative
"I lived in LOCATION1, and I had two bikes stolen",safety,"lived LOCATION1, two",Negative
I meant to say as well I was offered LOCATION1 but was told that this place is really violent,safety,meant say well,Negative
"I really do not believe that LOCATION1 , although working class , has a higher crime rate than any other East End areas",safety,really believe LOCATION1,Positive
I would say that you'd be safer on the opposite side of LOCATION2 - an area like LOCATION1,safety,would say safer,Positive
I wouldn't advise you walking alone late at night in the LOCATION1 area there's quite a lot of prostitutes in that area in the evening and you don't want to get accosted,safety,advise walking alone,Negative
I've lived in LOCATION1 all my life and haven't been stabbed once,safety,I've lived LOCATION1,Positive
I've lived in LOCATION1 for 34 years and never had any problem,safety,I've lived LOCATION1,Positive
"LOCATION1 , on the other hand , is dodgy",safety,LOCATION1 hand dodgy,Negative
LOCATION1 I think is generally safer,safety,LOCATION1 think generally,Positive
LOCATION1 certainly isn't known for high crime levels No at all,safety,LOCATION1 certainly known,Positive
LOCATION1 is about the safest area in London,safety,LOCATION1 safest area,Positive
LOCATION1 is probably safer than other areas,safety,LOCATION1 probably safer,Positive
"LOCATION1: Right, so yeah, it has its crime",safety,"LOCATION1: Right, yeah,",Negative
"Many parts of LOCATION1, particularly in the north, have been well known as hotspots for drug dealing",safety,"Many parts LOCATION1,",Negative
"Of the 3 areas you mentioned, LOCATION1 is the safest",safety,"3 areas mentioned,",Positive
"Or Living in LOCATION1, crime is not high and the location is very 'cushy'",safety,"Living LOCATION1, crime",Positive
The LOCATION1 area is a bit rough,safety,LOCATION1 area bit,Negative
The main LOCATION1 Road is safeish because it is busy,safety,main LOCATION1 Road,Positive
"The underground and busy market places such as LOCATION1, can have its share of pick-pockets and muggers just like anywhere else has",safety,underground busy market,Negative
"There's a lot of drug dens, prostitution and crime in LOCATION1 - so yep, great",safety,There's lot drug,Negative
"We parked in a side street in LOCATION1 once; we were gone five minutes, came back and our hubcaps had been stollen",safety,parked side street,Negative
"With the LOCATION1 where Big Ben, Oxford Street and Buckingham Palace are all located being the most dangerous",safety,"LOCATION1 Big Ben,",Negative
two french students were brutally murdered in LOCATION1 on Sunday,safety,two french students,Negative
whatever happens in LOCATION1 is non-violent and relativly unislamic,safety,whatever happens LOCATION1,Positive
LOCATION1 is in Greater London and is a very safe place,safety,LOCATION1 Greater London,Positive
LOCATION1 is one of these safets places in London,safety,LOCATION1 one safets,Positive
LOCATION1 is safer,safety,LOCATION1 safer,Positive
"Statistically, the LOCATION1 area is one of the safest areas in London",safety,"Statistically, LOCATION1 area",Positive
Being close too LOCATION1 never safe,safety,close LOCATION1 never,Negative
"I walked down the streets in LOCATION1 around 2-3 AM, drunk, and had no problems whatsoever",safety,walked streets LOCATION1,Positive
LOCATION1 tends to be quite safe,safety,LOCATION1 tends quite,Positive
"You will see that LOCATION1 is the most dangerous London borough and , by far , has the most crime",safety,see LOCATION1 dangerous,Negative
"beware as the Lock tends to act as the focal point for LOCATION1's drug dealing, especially at night",safety,beware Lock tends,Negative
"my dad has a house in LOCATION1, and that place is safe :)",safety,"dad house LOCATION1,",Positive
there are loads of pick pockets down the LOCATION1,safety,loads pick pockets,Negative
"(However, I walk to LOCATION1 station after 9.30 every week and have never had a problem)",safety,"(However, walk LOCATION1",Positive
"However, I can assure you there are some areas in LOCATION1 that are pretty rough",safety,"However, assure areas",Negative
"I have never had a problem in LOCATION1, even waiting for a night bus at 2am in the morning",safety,"never problem LOCATION1,",Positive
I live in LOCATION1 and don't listen to this person saying it's always unsafe,safety,live LOCATION1 listen,Positive
I live in LOCATION1 and find it fairly safe (you obviously need to be a bit careful as you would anywhere),safety,live LOCATION1 find,Positive
I live in LOCATION1 and find it perfectly safe in this suburban area,safety,live LOCATION1 find,Positive
I live in LOCATION1 and have had no problems in the 10 years I have been here,safety,live LOCATION1 problems,Positive
I live in LOCATION1 and it has been voted one of the safest in London,safety,live LOCATION1 voted,Positive
"I live in LOCATION1, its very safe but theres not much to do but its clean and pretty",safety,"live LOCATION1, safe",Positive
I lived in LOCATION1 for over a yr and never had a problem I will have just turned 19 when I move,safety,lived LOCATION1 yr,Positive
I used to live in LOCATION1 and thought it was relatively safe,safety,used live LOCATION1,Positive
I will not lie to you LOCATION1 can be a little jagged around the corners sometimes,safety,lie LOCATION1 little,Negative
"I've now moved to live closer my job and am living in LOCATION1, but it's well rough, as many parts of inner London are",safety,I've moved live,Negative
"If it was the side closer to LOCATION1, I would not accept as I know it can be dangerous there",safety,"side closer LOCATION1,",Negative
"It actually shows that the most ""dangerous"" area is probably the area you immediately think of when you think of London, LOCATION1",safety,actually shows area,Negative
It is true that there are some very rough areas not too far away LOCATION1 in particular is notorious,safety,true rough areas,Negative
"Just be careful of LOCATION1, it can be scary there especially when traveling there at night alone",safety,"careful LOCATION1, scary",Negative
LOCATION1 and the surrounding area is one of the safest areas of Greater London,safety,LOCATION1 surrounding area,Positive
"LOCATION1 can be pretty rough , but then you can not guarantee safety anywhere , just be sensible and do n't go anywhere that is not lit properly , stay where there are lots of people and do n't get into any arguments , you 'll be as safe there as anywhere",safety,LOCATION1 pretty rough,Negative
LOCATION1 has hostels and is a safe area,safety,LOCATION1 hostels safe,Positive
"LOCATION1 is a bit rough round the edges , but use your common sense and do n't flash your expensive belongings around the council estates late at night and you will be fine Well , you could say it gets dangerously full of drunken students on Friday and Saturday night but apart from that it is no more dangerous than any other part of London",safety,LOCATION1 bit rough,Negative
LOCATION1 is a notoriously rough area,safety,LOCATION1 notoriously rough,Negative
