text,aspect,arfs,sentiment
"It has a messageboard , chat , games and more that you can do from your ecircle and you can setup as many as you like !",ecircle,messageboard chat games,neutral
"It is not easy to get an "" A "" especially in the Software Engineering program .","Software, Engineering, program",easy get especially,negative
i like the cool voice recognition aspects that allows yyou to trade hands free .,"voice, recognition",like cool recognition,positive
I found system performance good before and after .,"system, performance",found performance good,positive
"E*trade 's signup bonus was starting to look not as grand , in the big picture of things .","signup, bonus",E*trade 's bonus,neutral
Easy tracking of all your eCircles .,tracking,Easy eCircles,positive
"In compiling tax records , I found some disturbing errors on the 1099 forms they prepared for me .",errors,compiling tax records,negative
"You can set up your own group very easily , the instructions are very straightforward on the site and guide you through each stage step by step .",instructions,set group easily,positive
"Well , you are already signed up so just follow the simple instructions on the site .",instructions,Well already signed,positive
Overall I have had a great learning experience .,"learning, experience",Overall great experience,positive
"Overall , I would say the community is great .",community,Overall would say,positive
"ALthough the team environment may seem to be discouraging , I have had incidents where professors were notified of an individual 's lack of participation and having seen that individual fail or have grades lowered for those same reasons .","team, environment",ALthough environment may,negative
My academic counselor was too good .,counselor,academic good,positive
My academic counselor was nearly non - existent ; emails generally went unanswered or had a generic response referring to documents kept on the website .,counselor,academic nearly non,negative
My counselor will not return my phone calls .,counselor,return phone calls,negative
That means it is easy to transfer money between my E*Trade bank and brokerage accounts so I can get the highest interest rate on my free cash balances .,transfer,means easy money,positive
"It 's very convenient to trade online and you 've got ta love "" securities protected to $ 100 million "" ( not that I 'm anywhere near that limit ) .",trade,'s convenient online,positive
"So , you had to go a university where the prestige may not be where it is as compared to the schools mentioned but to me seem to provide a pretty good education .",university,go prestige may,positive
One must have self - discipline to attend this university .,university,One must self,neutral
I believe this university is of good quality and would refer others to it .,university,believe good quality,positive
It is impossible to be successful at this university or to learn everything .,university,impossible successful learn,negative
"The woman responsible for this was apparently discharged from the university , but they will not take the hit for this terrible mistake .",university,woman responsible apparently,negative
"All in all , Egroups / ONElist is still the best out there , but I would suggest that they put a few things back to the way that they used to be .","Egroups, /, ONElist",ONElist still best,positive
"First and foremost , let me say that I think Egroups / ONElist is the best email list server on the internet .","Egroups, /, ONElist",First foremost let,positive
"While most members are wonderful and you can glean much from their wisdom , I have never been on a list yet where there was n't some sort of disagreement among the troops .",members,wonderful glean much,positive
"The members of the group can identify with your fears , being they TOO experience what your facing .",members,group identify fears,positive
I also felt that some members were not pulling their weight .,members,also felt pulling,neutral
I have found that it may have too many members for me though .,members,found may many,negative
"Further , you will have difficulty sometimes getting someone on the phone if you have questions about a trade or your account .",phone,difficulty sometimes getting,negative
"If you try to call them when this happens , there are already a million other people on the phone , so you have to wait forever .",phone,try call happens,negative
I can call and talk to someone 24 hours a day and reach techincal support regarding ANY online issue 24 hours a day .,"techincal, support",call talk someone,positive
I think ecircles is a pretty cool website for online communication .,ecircles,think pretty cool,positive
E - Trade 's response after the fact has also been bad beyond words .,"E, -, Trade, ""s"", response",Trade 's response,negative
"You get less email in your inbox , but the digests are a bit more difficult to read .",digests,get less email,negative
"If people do n't delete the headers and footers of the emails they are replying to , the digests end up being terribly long .",digests,people n't delete,negative
"The brokerage side was apparently dominant in the merger , and this shows up in annoying ways : funds transfers from brokerage to bank take a lot longer than transfers from bank to brokerage .",brokerage,side apparently dominant,negative
"At E - Groups I found just what I was looking for in a group titled "" ReadMyOnlineArticle "" .","E, -, Groups",Groups found looking,positive
E - Groups covers just about any subject you can think of and is well worth taking time to browse .,"E, -, Groups",Groups covers subject,positive
E*TRADE offers discount programs and trading options for frequent traders - something other brokerages do not have .,E*TRADE,offers discount programs,positive
In all these areas E*TRADE is a disappointment .,E*TRADE,areas disappointment,negative
The fact I was paid $ 75 for opening the account certainly helped my decision to use E*TRADE services .,E*TRADE,fact paid 75,positive
"There were other services that offered a trade for less than E*TRADE 's $ 19.95 charge but after weighing the convenience and the $ 75 , I chose E*TRADE .",E*TRADE,services offered trade,positive
"So in short if you 're just getting started in online investing , and need a safe place to stick your hard - earned pesos , consider E*TRADE .",E*TRADE,short 're getting,positive
E*TRADE offers its own mutual funds and a large selection of other mutual funds - often more than other brokerages ( compared to Datek as of end of 1999 ) .,E*TRADE,offers mutual funds,positive
I am not aware of any other discount brokerage that offers IPOs or does it as conveniently and timely as E*TRADE .,E*TRADE,aware discount brokerage,positive
"As far as E*TRADE itself , I have always been pleased with my time at their website .",E*TRADE,far always pleased,positive
E*TRADE offers the online help that a new user might want to get a better grasp of his / her finances .,E*TRADE,offers online help,positive
"* The IPO center : Great idea but unless you register your account under the name Warren Buffet , you are n't going to get into any of their IPOs ( the ones worth getting into at least ) .","IPO, center",center Great idea,neutral
The IPO is one of the most thorough and easiest to understand that I have ever seen .,IPO,one thorough easiest,positive
"Staff I would rate a 3/5 , they are courteous , but can take a long time to respond .",Staff,would rate 3/5,neutral
I also have an IRA through ET and like how I can switch back and forth from my IRA and regular account very easily .,ET,also IRA like,positive
I have not had any major problems with ET .,ET,major problems,neutral
"message indicated a problem with my browser cache , it was misleading since",message,indicated problem browser,negative
"On the flip side , the level II tools are generally intimidating for a novice .",tools,flip side level,negative
"Good reporting tools , but nothing to write home about ( like Morningstar.com 's Portfolio X - Ray ) .",tools,Good reporting nothing,positive
"Compared to the traditional "" cram for exams "" , the UOP student must learn the material enough to present in front of the class ; not to mention the many , many research papers that are required in each of the courses .","UOP, student",Compared traditional cram,neutral
"After emailing yahoo every day for a MONTH , we got a terse email stating that it would be looked into .",yahoo,emailing every day,negative
The announcements features is the best way to keep your group up - to - date .,announcements,features best way,positive
I think that there are almost too many clubs though making you feel like just a number instead of an individual in a vibrant community .,clubs,think almost many,negative
"After about 9 months of trying to apply for financial aid , my funds were not certified due to the financial aid department not doing what they were suppose to do .",department,9 months trying,negative
UMUC 's WebTycho interface is at best a pretend classroom with a few clever javascripts and java applets to entertain you while you wait months for feedback on that paper you 're now starting to feel embarrassed for having taken so seriously .,"UMUC, ""s"", WebTycho, interface",'s WebTycho interface,negative
"However , the people that do the admissions need lots of training .",admissions,However people need,negative
"The medium of instruction deserves some improvement , but otherwise , I think it has all the pros and cons of any regular F2F university .",instruction,medium deserves improvement,positive
"Honestly , they have exceptional product development ; their goal is to get more and more new customers , and they do a great job at it .","product, development",Honestly exceptional development,positive
"Work was graded very slowly in fact I was doing the final before the last two weeks had been completed which only hurts me , the student , in the end because I ca n't review it .",Work,graded slowly fact,negative
Wish List ( great for Christmas or birthdays ),"Wish, List",List great Christmas,positive
They created some great incentives through their partnership with telebank .,incentives,created great partnership,positive
The business administration degree I earned helped me land a position as a pharmaceutical sales rep .,"business, administration, degree",administration degree earned,positive
"This College was paid $ 2 million dollars by Household International , a predatory lender , to add a website that encourages debt among service members , and seems to disregard the Soldiers and Sailors Act which provides temporary relief to active duty service members .",College,paid 2 million,negative
I found the application to be easy to use .,application,found easy use,positive
"In all , I would say that I had an equally good and bad time attending .",attending,would say equally,neutral
"For fast execution times , I have no complaints .","execution, times",fast times complaints,neutral
The execution times are good .,"execution, times",times good execution,positive
Time was reasonable without any long waits .,Time,reasonable without long,positive
"I have called to speak with a representative a couple of times , and after you get through the annoying touch tone menu , everything is OK .",menu,called speak representative,negative
"BTW , UMUC 's hushing the student group was n't a very cool thing to do .","UMUC, ""s""",BTW 's hushing,negative
"Finally , on heavy volume days there have been problems trading which is unforgivable and can crush the investor in a correction ( this has been better recently but do n't give up your full - service account ) .",trading,Finally heavy volume,negative
"UMUC - ED may not live up to my previous institutions academic standards , but you know what , I think to think that you get what you give .","UMUC, -, ED",ED may live,negative
The financial aid office has been extremely helpful .,"financial, aid, office",aid office extremely,positive
"Also , if you are a short - medium term trader , main advantage to having an Etrade account are its Powertrade features .","Powertrade, features",Also short medium,positive
"I have noticed when contacting my councelor it is hard to get a hold of them , and when i leave voice mails i never receive phone calls back .",councelor,noticed contacting hard,negative
"When there are polls , they 're easy to take part in as well .",polls,'re easy take,positive
Paypal 's phone help told me there was nothing they could do .,"Paypal, ""s"", phone, help",'s phone help,negative
It has a organized portfolio page .,"portfolio, page",organized page organized,positive
"However if you like research tools , ET does n't really offer much .","research, tools",However like tools,negative
"If you can not visit the site everyday , there are e - mail alerts that announce certain events posted or messages posted in the discussion board , which is very convenient .","e, -, mail, alerts",visit site everyday,positive
UofP was so bad and horrible they stayed long enough to get their MS CIS at UOFP .,UofP,bad horrible stayed,negative
UofP is an excellent school .,UofP,excellent school,positive
The last pitfall I will point out is the poor phone support center .,"phone, support",last pitfall point,negative
So I graded my students much harder and the complaints and threats started .,"complaints, and, threats",graded students much,negative
Orders are filled very quickly and at the prices I expected .,Orders,filled quickly prices,positive
"The Learning Team concept can be challenging , but very rewarding ... it teaches you the concept of reality ... the life of hard knocks .","Learning, Team, concept",Team concept challenging,neutral
Most companies will not be unimpressed by an UOP degree .,"UOP, degree",companies unimpressed degree,positive
Most companies will not be impressed by an UOP degree .,"UOP, degree",companies impressed degree,negative
"Some students could not understand the material and had such poor spelling and grammar , that I could not believe they were graduate students .",students,could understand material,negative
You can learn ( teach yourself ) but you do not learn much from the students .,students,learn teach learn,negative
One night online all of these students ganged up on me about there grades .,students,One night online,neutral
The students get the opportunity to be good at public speaking .,students,get opportunity good,positive
"There 's also a wide range of services available -- you can use free checking , handle your IRA 's , and keep multiple watch lists of stocks and options .",services,'s also wide,positive
"With a large selection of mutual funds , bonds , stocks , and options ,",selection,large mutual funds,positive
"ETPro has most of the speed and flexibility of a boutique trading application with the ease - of - use , assurance , and customer service of a more established firm .",ETPro,speed flexibility boutique,positive
"As a final note , I have to mention how good the E*Trade customer service is .","E*Trade, customer, service",final note mention,positive
Another major problem with E*Trade customer service is they do n't record your calls .,"E*Trade, customer, service",Another major problem,negative
"As for the account transfer , it 's another frustrating story .","account, transfer",transfer 's another,negative
There has been nothing but problems with the Learning Team garbage .,"Team, garbage",nothing problems Learning,positive
"Twice , I have experienced tuition increases .","tuition, increases",Twice experienced increases,positive
"For example , I just paid for an auction , and paypal 's software returned an error message ( 3004 ) stating that it was unable to process the transaction , and "" click here "" to try again .","paypal, ""s"", software",example paid auction,negative
The professor are very experienced and I have learned a lot .,professor,experienced learned lot,positive
I had some issue with a professor not even grading the work we turned in .,professor,issue even grading,negative
"The current $ 100 is a fantastic opportunity to make some free money , but make sure you read the fine print first .",opportunity,current 100 fantastic,positive
"The web service is also fantastic for generating graphs of historical account performance , managing funds and , better yet , moving funds among accounts if you also bank with them .","web, service",service also fantastic,positive
The admissions office has been helpful .,"admissions, office",office helpful admissions,positive
There are several positive aspects to this email list community .,"email, list, community",several positive aspects,positive
Everyone is very helpful and nice .,Everyone,helpful nice,positive
"Additionally , I seemed to always get connected directly with the person who could solve my problem .",person,Additionally seemed always,positive
"So if you take these concert tickets , you are not getting a very good deal .",deal,take concert tickets,negative
Trade confirmations are instant either through checking your portfolio or messaging .,confirmations,Trade instant either,positive
"The calender , it is an easy way to remind friends of an upcoming birthday or important event .",calender,easy way remind,positive
"They 've always been willing to answer my questions ( or direct me to the proper forum ) , and I think they 've given me fair grades .",grades,'ve always willing,positive
Browsing through categories can be very time consuming .,Browsing,categories time consuming,negative
"The dissertation process was the hardest thing that I have ever done , mentally ( and I have done several demanding tasks in the US Army ) .","dissertation, process",process hardest thing,negative
"E*trade 's "" so called "" trained specialists give customers wrong information and then say , "" Oh well ! """,specialists,E*trade 's called,negative
"Initially , I was drawn to low brokerage fees and the ability to perform research on - line .","brokerage, fees",Initially drawn low,positive
"Return calls , oh that 's a joke .","Return, calls",calls oh 's,negative
"A simple keyword search should lead you to what you 're looking for , but be forewarned-- depending on what you 're looking for , your search could lead you to quite a selection !","keyword, search",simple search lead,positive
Yes there are slackers in the learning teams .,"learning, teams",Yes slackers teams,negative
"Easy set - up You can get a lean , mean eCircle set up in just 10 minutes .","set, -, up",Easy get lean,positive
I can imagine why many become disenchanted over the cost though .,cost,imagine many become,negative
It 's not a waste of time .. Everyone is always crying and complaining about the cost of the school . Every school is costly . I know it 's going to be worth it in the end,cost,'s waste time,negative
"* The cost : 20 bones a trade is a little steep but if you are n't trading 17 times a day , you really wo n't notice .",cost,20 bones trade,positive
"Initially , the application process is very simple .","application, process",Initially process simple,positive
UMUC 's quality of education plummeted faster than Enron stock .,"UMUC, ""s"", quality, of, education",'s quality education,negative
"I read a very negative review of AIU , which led me to search further .",AIU,read negative review,neutral
You want to be proud in the college you attend and AIU is not one .,AIU,want proud college,negative
- The Alert box is confusing .,"Alert, box",box confusing Alert,negative
"You have to step through a couple of voice - message menus , but they are pretty simple and allow the person who picks up to have your account ready on their screen .",menus,step couple voice,positive
"For the next 3 days , his "" supervisor "" called me and tried to embarrass me into sending him an application fee since they had done so much work on my behalf to get me enrolled .",supervisor,next 3 days,negative
"Some people that would give you a blank stare if you said "" Topica "" or "" Smartgroups "" or even "" Mailing List "" would instantly recognize a Yahoogroup .",Yahoogroup,people would give,positive
I did this and was pentalized for turning a paper in myself because it required the TEAM to collaborate .,TEAM,pentalized turning paper,negative
"As a matter of fact , many colleges / universities are now adopting to the UOP way of teaching by trying to make education more accommdating to working adults such as myself .","UOP, way, of, teaching",matter fact many,positive
Very rich experiences from which to draw .,experiences,rich draw,positive
The other teacher was even worse in fact any time you contacted him you 'd wait over a week to hear back .,teacher,even worse fact,negative
"One teacher cut and paste the same comments repeatedly for everything , I often wondered if he actually read anything or just skimmed it and giving a grade .",teacher,One cut paste,negative
"In a related incident in DE PSYCH 436 Introduction to Clinical Psychology upper - level undergraduate students learned from another teacher that their clinical psychology teacher , M . Sadler , had a degree in psychology but also that his license to practice had been revoked for unprofessional and unethical conduct .",teacher,related incident DE,negative
I also discovered it 's difficult to find the proper channel to make a complaint against a teacher .,teacher,also discovered 's,negative
"When you met a Capella graduate , ask them just what their experiences were before they completed their program - often , you will find that they have almost no real world experience .","Capella, graduate",met graduate ask,negative
"When the merger finally went through , they created an easy to use converter for your accounts .",converter,merger finally went,positive
The premise is simple : a Yahoo Group is formed by someone to cover a topic of interest to people .,premise,simple Yahoo Group,positive
What I like about capella is that they are rapidly working to increase their prestige .,capella,like rapidly working,positive
"My fellow learners are intelligent , hardworking , and have plenty of real - world experience to share .",learners,fellow intelligent hardworking,positive
I could n't get in touch with my financial counselor for weeks .,"financial, counselor",could n't get,negative
"Once you get a hold of a service rep , what you 'll discover is that they do n't know much .","service, rep",get hold rep,negative
The service rep mumbled ( or I think he did ) some lame excuses . . .,"service, rep",rep mumbled think,negative
"Groups ( formerly known as eGroups ) , anyone can have a mailing list .",Groups,formerly known eGroups,positive
"Well , I tried it a second time , in Netscape instead of Exporer , only to be greeted by the SAME ANNOYING MESSAGE at the end of the process .",MESSAGE,Well tried second,negative
You never knew whom to call ; you were never informed ; the tuition per credit hour was just a royal hoot for the education being obtained .,tuition,never knew call,negative
"As far as the high tuition , all online colleges are expensive .",tuition,far high online,negative
I have also been informed that posts can be delayed if you are using the parental filter feature the sight offers .,"parental, filter, feature",also informed posts,negative
2 . ) I was somewhat miffed to have to upgrade to another level of PayPal account recently because they instituted a policy whereby if want to receive more than $ 100 worth of funds from a credit card to your free account you either need to refuse the payment or upgrade .,policy,2 somewhat miffed,negative
"There is in fact some truth to the rumor that administrators have been loose with student private identification information , and that it has been published on the internet .",administrators,fact truth rumor,negative
"Once you get to the search area , however , the task is pretty simple and the results are rather relevant .",task,get search area,positive
"My email box is now interesting to read , I get email on topics that I am interested in !","email, box",box interesting read,positive
"Now that I am at the end of my Bachelor 's program , I feel so unfulfilled that I am going into a ( real ) school for my Master 's .","Bachelor, ""s"", program",end 's program,negative
EGROUPS is easy to sign up for .,EGROUPS,easy sign,positive
"EGROUPS , now known as ONELIST , is both fun and informative for me .",EGROUPS,known ONELIST fun,positive
Execution times are among the best in the business .,"Execution, times",times among best,positive
The eGroups service is top notch and I have never had problems,"eGroups, service",service top notch,positive
The field reps ( some - most ) are rude and do n't want to do their jobs .,"field, reps",reps rude n't,negative
Books were community college level or lower .,Books,community college level,negative
"The commission fee is high at $ 20 per trade , but you get unlimited free realtime quotes , and lots of research options .","commission, fee",fee high 20,negative
I think university of phoenix online provides excellent educational opportunity for professionals who work full - time and want to persue with a graduate program in MBA .,"university, of, phoenix, online",think phoenix online,positive
I have not had a problem with Paypal 's service and have not had any problems with my payments .,"Paypal, ""s"", service",problem 's service,positive
Drawbacks are that on digest you do not get HMTL mail and also attachments are deleted .,digest,Drawbacks get HMTL,negative
"In exchange for it being a free service , small banner ads run across the posts to the lists , but I think this is a small "" price "" to pay for being able to maintain a list for free .","banner, ads",exchange free service,negative
They receive checks that are sent as payment and do n't process them in a timely manner and then sell the customer 's stocks for not meeting Their Deadline ! ! !,process,receive checks sent,negative
The transfer process took forever and nobody had any idea of its status .,process,transfer took forever,negative
This caused a delay in the closing date of a real estate purchase and a significant amount of hassle and frustration for me .,delay,caused closing date,negative
"Calls typically take half an hour each , with little or nothing to show for it .",Calls,typically take half,negative
I like Wish list which helps get the right gift for the right date for someone special .,"Wish, list",like list helps,positive
"Trust me , I work in teams every day at work and these "" team assignments "" are nothing like the real world .","team, assignments",Trust work teams,negative
There is an impressive amount of research data,"research, data",impressive amount data,positive
"If you get adventurous enough to explore them , there are some other advanced features each list can take advantage of .","advanced, features",get adventurous enough,positive
My academic and financial advisers have only changed once and do a much better job than the first ones .,advisers,academic financial changed,positive
"Maybe it has nothing to do with your "" personal experiences "" , maybe you ought to look beyond your crappy day at the student finances office .","student, finances, office",Maybe nothing personal,negative
"Most of my classmates stayed together through the entire program , and they were great .",classmates,stayed together entire,positive
"To continue , their alerts about account activity take a very long time to arrive .",alerts,continue account activity,negative
"Onelist connected me to a world of fans who gave me all the newest info on tour dates , new albums , downloads , pictures , and just about anything else a fan could ask for .",Onelist,connected world fans,positive
I have a lot of fun with my e - group .,"e, -, group",lot fun group,positive
"Course workload is daunting , but you ca n't beat the flexibility .","Course, workload",workload daunting ca,positive
The Devry accounting system looks like 1960 's print out .,"Devry, accounting, system",accounting system looks,negative
You can easily advertise your eGroup on your website ( the HTML coding is provided by Yahoogroups ) and have interested parties click a button to join your mailing list .,eGroup,easily advertise website,positive
I was absolutely thrilled to find an eGroup for AMC vehicle fans .,eGroup,absolutely thrilled find,positive
Searching for a group you are interested in is very simple and a search on a key word will usually generate hundreds of choices .,Searching,group interested simple,positive
In the few times I have sent questions to Customer Service they have replied promptly and knew what they were talking about .,"Customer, Service",times sent questions,positive
"Moderating everyone can be useful in a contentious list , or a big pain in a very busy one .",Moderating,everyone useful contentious,positive
"On order executions , I 've never had too much of a problem , but I 'm not an active investor , and I 'm not looking to see executions in nanoseconds .","order, executions",executions 've never,positive
To my amazement there were tons of communities that were full of wonderful military spouses who were in the same situation I was in .,"military, spouses",amazement tons communities,positive
Why should you be rewarded when you deliver a bad product ?,product,rewarded deliver bad,negative
I 've taken 4 proctored exams . 1 of them was never sent and 1 was missing an entire page when received by the instructor .,exams,'ve taken 4,negative
"I can imagine that many of the online brokers are going through some growing pains , but E - Trade 's Customer Support is absolutely the WORST !","E, -, Trade, ""s"", Customer, Support",imagine many online,negative
Take your money elsewhere -- E*Trade is HORRIBLE !,"elsewhere, --, E*Trade",Take money E*Trade,negative
"If you are looking to meet new people , chat daily through e - mail , make new friends , share parenting tips , etc ... EGROUPS is the thing for you !","etc, ..., EGROUPS",looking meet new,positive
Fun characters to represent the users,characters,Fun represent users,positive
"They 're presented as characters , which is fun .",characters,'re presented fun,positive
The only problem I had was the fact that financial aid called every week of the trimester and still screwed my bill up .,"financial, aid",problem fact aid,negative
CONS : Many of you have had problems with the financial aid .,"financial, aid",CONS Many problems,negative
So if you need to be in touch and need to do it for the right price ecircles.com is definitely for you .,ecircles.com,need touch need,positive
One of the best is Momwriters@egroups.com .,Momwriters@egroups.com,One best,positive
"First and foremost , since eGroups.com took over onelist.com I have been a lot happier .",eGroups.com,First foremost since,positive
The ability to communicate and write is ESSENTIAL for the Online Campus .,ability,communicate write ESSENTIAL,neutral
"These stocks can be followed in the portfolio manager ( they have a great one , by the way ) to determine if the analysts are right and if you should in fact buy .","portfolio, manager",stocks followed manager,positive
The technician even helped me walk thru the application to make sure I did not have any more technical issues .,technician,even helped walk,positive
Online schooling is n't for everyone .,"Online, schooling",schooling n't everyone,neutral
"Every EGroup that I have been involved with have not been full of SPAM , useless advertising , or get rich quick schemes .",EGroup,Every involved full,positive
Too easy to get an A . You can slide your way to an A with little effort .,A,easy get slide,negative
They also have very competitive interest rates .,"interest, rates",also competitive rates,positive
"The account setup was relatively straightforward , though I had to print and mail the application because they would not accept it on - line then .",setup,account relatively straightforward,positive
The calendar feature is good but not excellent .,calendar,feature good excellent,neutral
Execution has been very rapid ( by my standards as someone who probably does n't know how to judge ) : less than 40 seconds on most trades .,Execution,rapid standards someone,positive
"Overall , I considered our loan consultant to be incompetent , indifferent , and unprofessional .","loan, consultant",Overall considered consultant,negative
"Our loan consultant did n't even feel obligated to call us with an explanation , and his supervisor was not aware that the signing did n't take place until we called to inquire .","loan, consultant",consultant n't even,negative
The trade commissions are high : 19.95 for NASDAQ is just too high in comparison with the other brokers !,commissions,trade high 19.95,negative
"The course texts were too basic , and for intro level students , I expected something more challenging form the UMUC experience .",texts,course basic intro,negative
"However , where it performs this particular task , it does so with great efficiency , reliability , and through an easy to follow Web interface .","Web, interface",However performs particular,positive
The team is as good as you make it .,team,good make,positive
"I have n't had any problems signing in and being recognized and if I forget my password , they send the code quickly so I can make a new one .",code,n't problems signing,positive
The electronic books you are forced to purchase are way over priced and very hard to use effectively .,"electronic, books",books forced purchase,negative
"Just sign up with a very , very short registration form .","registration, form",sign short form,positive
"The individual projects , often based on simulations , are pertinent to the topic but require you to really think about handling situations .",projects,individual often based,neutral
I also really like the discussion feature .,discussion,also really like,positive
"And the nice thing is , your discussion remains on topic because everyone is there for the same reason .",discussion,nice thing remains,positive
It 's a completely free service that lets you set up mailing lists with many features and options .,"free, service",'s completely service,positive
The online customer support is just unavailable - may as well pick up the phone because that is the only way to get an answer within reasonable time .,"online, customer, support",customer support unavailable,negative
"This varies somewhat over time ; sometimes the ads are fairly unobtrusive at the bottom of messages , while other times they intrude themselves at the top of messages , making the message look a bit like spam .",ads,varies somewhat time,negative
"But the ads are always brief , so it 's not that much of a nuisance .",ads,always brief 's,neutral
Now in order to remove these ads from the top of the emails you have to pay a $ 60 yearly fee .,ads,order remove top,negative
DeVry University is a great investment .,"DeVry, University",University great investment,positive
There is a lot of dialogue among the students and among the instructors and at least two live sessions per week with instructors .,dialogue,lot among students,positive
I went to the financial aids many time requesting information about my loans and scholarship and where my money is going to but the faculty there never wants to give me the information that should belong to me .,"financial, aids",went aids many,negative
There are too many options to select from which many novices will not understand .,options,many select many,negative
The easily customizable options are wonderful .,options,easily customizable wonderful,positive
"The problem was eventually corrected , but it pissed me off .",problem,eventually corrected pissed,negative
The best part has been the speed of execution .,speed,best part execution,positive
The speed is lower than it was several years ago .,speed,lower several years,negative
"Perhaps I am cynical , but I am uncomfortable what I see coming out of the institution .",institution,Perhaps cynical uncomfortable,negative
Avoid this institution if you are a Canadian student ! ! ! !,institution,Avoid Canadian student,negative
In my view the sole purpose of this institution is to collect ( exorbitant ) tuition .,institution,view sole purpose,negative
The search freaks out pretty often too .,search,freaks pretty often,negative
I find this an unacceptable answer in today 's market .,answer,find unacceptable today,negative
"Fast execution : I have two accounts , one with Datek and one with Etrade , and I sometimes place identical trades in both accounts .",execution,Fast two accounts,positive
"Plus , their execution is extremely fast and reliable .",execution,Plus extremely fast,positive
"I have been investing for over 20 years , and am very impressed with E*Trade 's product .","E*Trade, ""s"", product",investing 20 years,positive
It 's an exception to find a UOP instructor who is fully competent .,"UOP, instructor",'s exception find,positive
There is a resource charge of $ 70.00 and I have to ask what that is for .,"resource, charge",charge 70.00 ask,negative
"I would not want to work for such a two - faced , deceptive organization again .",organization,would want work,negative
You can set up surveys for your lists and also calendars .,calendars,set surveys lists,positive
UMUC administrators tended to supply larger communities with more choices of F2F courses .,"UMUC, administrators",administrators tended supply,positive
I can cancel a trade with no problems .,cancel,trade problems,positive
We selected them simply because they allowed us to use a Power of Attorney for closing .,"Power, of, Attorney",selected simply allowed,positive
"Other negatives : you need to enter your password each time you place , change or cancel an order .",password,negatives need enter,negative
"My principal peeve has been having to re - enter my password so often , even during the same session .",password,principal peeve enter,negative
Being able to run an email list for free was excellent .,"email, list",able run list,positive
The class material is just as indepth and challenging as I have taken at the University of Illinois and far more challenging than my local community college .,"class, material",material indepth challenging,positive
The new site is even better .,"new, site",site even better,positive
"By the end of each course , I would look back at the coursework I completed , and would be so amazed at the ground covered and the knowledge gained .",coursework,end course would,positive
The coursework is challenging and you will get what you put into it .,coursework,challenging get put,negative
"I was a huge fan of e - trade , mainly because I was able to keep my savings account somewhat liquid in a California Exempt tax money market .","e, -, trade",huge fan trade,positive
"Site response is superior to Waterhouse , and I do n't see it being beat by other online services .","Site, response",response superior Waterhouse,positive
It 's a shame that a digital transaction can take a week or more ... I could send a check in that time .,"digital, transaction",'s shame transaction,negative
"The simulations are great and other than one facilitator , I have been more than pleased .",simulations,great one facilitator,positive
"When I went further up the chain of my loan team , I eventually found out that the loan was kicked back for a minor paperwork mistake that could and should have been caught by E*trade 's loan processor .","loan, processor",went chain team,negative
with devry making me take my BMI courses online and just basically alienating me I say that they are not doing a good job .,devry,making take BMI,negative
This is the other reason devry sounds appealing .,devry,reason sounds appealing,positive
E - Trade service is really bad read for yourself .,"E, -, Trade, service",Trade service really,negative
There support reps ( probably outsourced ? ),"support, reps",reps probably outsourced,negative
"E - groups is a wonderful way to meet people who share your interests , to get support for a common problem or illness or to talk about hobbies , careers , current events , sports , family , etc . . . .","E, -, groups",groups wonderful way,positive
"around 24 hours , e - mail customer service response time was slower than","e, -, mail, customer, service, response, time",around 24 hours,negative
"But with the large number of Etrade customers , it is very difficult to receive any allocation of IPOs .",allocation,large number Etrade,negative
It runs fairly smooth most of the time with little down time .,"down, time",runs fairly smooth,positive
"I would say the recruiters / finance and advising groups were all as pushy as the other and "" brick and mortar "" schools ca n't even compare to the curriculum that I received and will continue to receive at CTU Online !","recruiters, /, finance",would say finance,neutral
"And of course , there is the issue with the intelligence of your peers .",peers,course issue intelligence,negative
I also had a problem with a biology teacher .,"biology, teacher",also problem teacher,negative
They have this wonderful EduCard program they try to sell you the problem in my experience is they got it wrong .,"EduCard, program",wonderful program try,positive
"As far as I can ascertain , stories of Phoenix applicants being turned away are just silly .","stories, of, Phoenix, applicants",far ascertain Phoenix,negative
They now have graphs that displays your portfolio value over time .,graphs,displays portfolio value,positive
"As a matter of fact , I 'm currently attending Keller in Phx for my MISM and have been impressed .",Keller,matter fact 'm,positive
I wonder how many of the people posting negative ratings here have obtained a degree at all .,ratings,wonder many people,negative
Where else can you find such amazing diversity ?,diversity,else find amazing,positive
But I have spoken to my financial aid counsler and she has been very helpful so far .,"financial, aid, counsler",spoken aid counsler,positive
"The larger groups , 70 to 100 or more , are definitely active .","larger, groups",groups 70 100,positive
Price execution is pretty decent .,"Price, execution",execution pretty decent,positive
I like the Digest form best .,"Digest, form",like form best,positive
For people with no life and who do n't mind constantly reloading Etrade 's web site to get the latest IPO news then this is for you .,"Etrade, ""s"", web, site",people life n't,negative
"Well , the online counslor pissed me off so bad , I refused to attend .","online, counslor",Well counslor pissed,negative
"As time has passed , I 've learned that their online service is average at best and in some cases they simply underperform .","online, service",time passed 've,positive
"Despite all those bad comments on the unversity , I have read a couple of good ones explaining most of those negative comments and essentially making the writers of the negative opinions sound like lazy people .",unversity,Despite bad comments,negative
The advertising is even unobtrusive .,advertising,even unobtrusive,negative
"The deliver technology is good and has gotten better since I started in the program , especially with some of the materials and research resources .",technology,deliver good gotten,positive
